### Selected Probes ###
IP Address,Probe ID
85.246.212.230,No Connection,12.688,2.994,12.218,15.877,7.856,5.728,30.389,4.522,15.349,3.222,13.063,8.632,13.706,10.94,9.271,16.736,67.624,11.349,10.689,14.044,9.804,16.85,14.58,22.616,18.595,10.806,15.232,7.863,32.686,9.087,15.513,13.734,12.603,9.589,15.575,13.117,8.461,21.681,24.072,16.953,22.814,15.276,16.304,14.75,17.671,20.465,16.543,17.316,12.679,24.642,14.242,14.418,14.881,19.677,14.65,13.249,25.166,14.965,16.025,19.854,29.506,15.395,13.176,16.561,11.559,11.972,15.576,16.73,17.046,14.977,12.822,21.411,18.182,12.441,10.792,16.749,17.421,15.585,15.112,14.683,12.982,15.114,11.804,11.801,12.745,9.41,4.969,9.059,11.579,24.993,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
176.78.84.166,12.688,No Connection,11.487,16.883,21.064,12.789,9.229,35.572,14.66,No Connection,8.347,12.399,18.254,22.706,15.739,17.502,No Connection,No Connection,No Connection,18.648,18.06,12.563,21.425,18.054,26.646,25.965,15.099,19.305,15.705,41.746,12.953,No Connection,17.838,15.513,13.145,20.498,17.329,13.425,20.579,32.65,19.846,27.258,21.447,20.954,20.268,20.961,24.284,21.216,23.706,18.671,22.454,20.686,26.531,21.506,21.691,19.95,20.339,26.228,19.465,19.312,26.974,26.029,18.23,19.772,21.662,21.089,21.735,23.594,20.606,20.583,18.935,20.612,26.695,16.881,18.698,18.409,20.574,21.306,20.421,17.465,20.9,23.366,20.911,17.961,17.953,21.014,17.892,No Connection,13.745,16.13,24.278,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
82.154.125.226,2.994,11.487,No Connection,11.98,15.932,11.09,6.756,30.479,5.194,17.298,5.545,8.472,14.204,21.714,15.226,10.704,15.614,65.793,26.008,14.03,10.413,10.392,19.018,15.629,19.255,22.195,11.167,14.928,8.395,32.95,8.726,18.559,13.776,13.374,10.578,17.193,13.212,11.9,20.824,25.161,13.245,21.541,17.125,16.217,15.461,15.939,19.234,15.856,19.472,17.144,18.827,14.593,15.028,23.35,16.272,15.89,16.506,23.397,16.819,17.227,15.505,17.061,14.581,12.233,13.362,15.795,16.259,17.429,17.035,16.106,15.21,12.266,31.748,16.685,14.077,16.094,12.319,18.864,15.848,15.412,15.87,19.066,17.497,16.109,16.877,18.079,12.501,5.921,10.775,11.3,19.861,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
95.93.136.7,12.218,16.883,11.98,No Connection,12.105,9.636,18.313,24.242,18.743,14.466,9.44,14.976,20.206,18.887,13.268,17.967,11.263,66.883,13.224,12.721,13.336,13.898,23.239,14.182,22.045,21.978,15.281,18.355,12.192,39.193,23.994,16.531,16.771,16.814,17.637,18.079,16.171,12.268,21.092,28.696,11.966,21.143,20.213,23.716,19.496,19.102,22.627,22.418,21.749,15.058,23.852,18.09,17.325,16.758,20.026,14.428,15.2,24.189,15.479,12.078,23.724,22.856,18.232,14.224,14.877,13.284,15.292,20.995,16.971,19.02,16.206,15.163,19.024,15.825,17.191,14.905,14.652,16.931,18.431,14.912,16.547,17.247,14.979,16.922,16.531,20.357,15.41,15.917,14.247,13.89,20.803,19.346,22.948,18.579,13.068,15.305,21.129,20.442,16.712,No Connection
95.92.162.141,15.877,21.064,15.932,12.105,No Connection,10.275,16.901,24.551,16.966,13.85,15.859,15.045,20.112,18.96,13.791,19.501,14.309,68.797,13.491,14.912,13.737,13.949,27.501,13.969,21.203,20.997,14.83,18.905,14.638,42.779,11.382,16.687,19.27,17.229,15.19,21.304,18.185,16.55,22.483,31.066,No Connection,24.77,18.279,23.127,18.901,19.318,24.451,19.874,24.514,16.448,24.706,19.821,18.068,16.338,17.268,19.913,17.32,27.895,17.188,15.904,24.748,23.331,18.521,15.862,14.532,14.535,17.25,20.399,16.804,18.067,15.937,15.757,21.916,16.841,18.503,16.271,15.684,16.802,18.477,15.304,15.624,19.25,15.563,14.28,15.141,25.094,16.284,11.444,13.546,13.002,18.99,17.6,25.271,17.487,14.761,15.811,19.979,20.238,16.894,No Connection
195.23.164.6,7.856,12.789,11.09,9.636,10.275,No Connection,12.617,20.188,12.693,12.82,9.714,8.279,14.255,15.955,9.209,11.652,10.712,65.315,10.014,9.07,7.187,8.211,22.587,10.979,16.776,16.76,10.664,12.813,9.706,38.225,6.719,11.714,2354.016,1232.461,1092.134,1146.073,2204.788,1955.339,513.196,942.168,848.403,1802.059,2086.404,2836.469,1130.758,1884.518,1856.918,1176.641,2390.207,1368.318,2254.253,2514.655,902.105,886.972,1409.395,764.967,2158.193,1589.423,2125.297,833.921,1242.097,561.677,748.179,1162.567,2322.624,1683.994,1791.017,1218.061,908.659,1188.5,12.297,2429.624,2037.674,825.647,760.707,1293.584,1320.44,1027.59,874.026,1415.244,1031.823,1773.171,814.41,2694.19,1438.551,2283.02,2416.281,2298.432,2191.977,9.634,1364.471,3012.919,1152.184,1731.483,2462.903,1644.485,2214.351,2978.008,1096.73,2049.158
188.80.24.188,5.728,9.229,6.756,18.313,16.901,12.617,No Connection,36.801,7.239,22.863,5.418,7.619,10.553,22.394,16.422,8.484,17.06,81.529,18.352,14.687,23.493,15.467,18.664,16.694,23.631,23.413,8.299,11.802,9.666,34.381,5.841,21.492,9.605,10.481,16.617,13.164,9.668,14.157,25.41,31.289,17.597,26.374,18.662,13.368,12.648,18.839,21.083,14.792,16.771,16.763,20.867,18.83,22.434,17.429,19.457,19.26,17.365,25.255,18.962,18.311,18.873,19.162,13.447,15.703,17.668,15.945,17.738,26.16,17.244,21.201,18.878,17.282,22.831,16.258,21.286,16.189,16.842,17.813,18.012,17.758,21.316,20.629,17.62,17.677,18.593,12.374,10.576,7.579,7.708,7.463,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
185.166.144.140,30.389,35.572,30.479,24.242,24.551,20.188,36.801,No Connection,38.895,27.862,28.244,28.821,33.584,29.134,22.24,38.132,25.212,72.709,27.615,23.491,21.127,21.68,40.377,22.225,29.468,29.713,31.694,26.05,26.373,56.043,21.267,26.087,37.188,35.229,33.271,36.729,33.68,30.758,31.633,39.099,26.121,34.133,28.033,29.563,27.618,30.184,32.788,27.791,32.795,25.016,31.084,29.328,28.288,27.052,26.934,24.48,24.745,32.34,24.504,24.619,38.991,33.313,29.301,24.491,23.668,23.348,25.635,29.272,26.757,28.203,27.845,25.303,30.081,26.557,27.587,23.609,25.244,26.938,27.86,25.408,27.491,28.389,26.267,30.088,25.117,43.261,37.32,30.187,33.877,32.092,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
188.83.156.241,4.522,14.66,5.194,18.743,16.966,12.693,7.239,38.895,No Connection,19.512,8.191,13.189,8.887,20.908,17.23,9.02,19.574,82.027,17.563,15.831,20.468,16.078,22.375,16.535,22.986,23.071,8.515,12.255,7.811,35.519,5.992,19.056,11.074,10.697,16.295,12.917,9.948,17.094,24.978,30.896,17.66,23.479,18.279,11.92,14.004,18.301,20.889,13.913,15.832,17.123,22.775,13.109,21.025,19.405,19.0,17.611,17.571,27.625,No Connection,18.334,15.187,19.51,11.832,17.078,15.197,17.416,17.751,22.019,18.054,21.156,20.384,17.96,20.573,18.468,18.642,16.687,18.089,19.46,16.835,17.427,20.542,20.012,18.997,16.345,18.766,13.979,7.242,5.803,8.031,8.309,32.586,19.133,19.987,No Connection,16.532,17.713,19.365,No Connection,21.742,No Connection
95.92.221.105,15.349,No Connection,17.298,14.466,13.85,12.82,22.863,27.862,19.512,No Connection,13.43,20.589,21.217,21.474,15.957,22.65,No Connection,No Connection,No Connection,16.886,11.858,17.034,28.957,16.31,24.25,23.244,22.488,20.299,15.253,40.727,25.225,21.582,22.781,25.88,20.727,22.732,20.896,15.885,24.67,31.415,20.438,31.576,21.709,21.387,22.112,25.762,26.811,26.095,26.325,17.743,29.119,20.641,21.291,19.416,21.789,22.217,20.177,28.28,22.331,17.554,25.403,27.637,23.558,18.138,18.049,18.93,19.253,22.027,21.977,24.881,19.941,24.416,27.447,22.899,24.009,17.457,17.41,20.56,25.796,20.179,21.036,27.072,19.766,18.731,18.164,24.876,17.962,16.818,16.925,16.187,30.066,19.582,28.365,No Connection,24.329,22.892,No Connection,No Connection,22.881,No Connection
85.247.253.63,3.222,8.347,5.545,9.44,15.859,9.714,5.418,28.244,8.191,13.43,No Connection,7.679,13.889,19.025,12.934,9.485,13.952,70.09,16.34,8.759,12.325,8.699,16.702,9.83,18.187,21.059,9.553,13.772,8.927,33.249,7.222,11.034,12.209,12.071,8.858,14.338,12.32,9.883,16.838,28.655,16.935,19.799,14.721,15.923,14.221,16.211,18.9,14.746,16.53,16.234,16.726,14.979,14.85,13.738,13.328,9.825,10.921,No Connection,15.475,14.049,17.585,21.28,12.703,12.977,14.456,12.581,10.492,15.006,14.727,13.667,13.81,15.94,20.712,15.346,10.989,14.07,10.637,11.837,12.492,10.433,16.735,14.786,14.627,11.732,14.095,14.168,10.12,4.638,9.209,10.134,24.392,16.699,18.738,12.123,13.556,12.681,17.898,No Connection,18.345,No Connection
85.246.206.229,13.063,12.399,8.472,14.976,15.045,8.279,7.619,28.821,13.189,20.589,7.679,No Connection,17.32,22.539,12.633,14.631,15.547,68.108,16.477,17.046,16.135,12.524,21.436,13.569,20.466,20.537,12.379,16.476,12.923,42.282,10.371,15.838,16.6,15.537,11.417,17.48,14.165,12.677,17.818,31.106,15.839,23.127,18.322,18.589,18.896,20.18,22.89,16.796,19.426,13.36,21.862,15.958,No Connection,22.197,15.972,13.719,17.564,No Connection,18.741,13.553,19.254,21.516,18.981,11.785,12.71,19.518,16.975,21.41,16.755,22.712,19.153,18.783,17.809,17.805,20.455,18.643,18.223,15.573,16.49,16.953,18.94,21.224,16.252,11.975,13.462,20.545,15.328,10.109,12.622,12.791,No Connection,20.975,23.556,16.134,16.861,19.434,20.661,21.328,22.486,No Connection
188.83.52.181,8.632,18.254,14.204,20.206,20.112,14.255,10.553,33.584,8.887,21.217,13.889,17.32,No Connection,24.048,19.182,10.468,21.938,83.828,No Connection,19.755,18.337,18.475,25.482,18.379,26.586,26.711,10.252,19.303,10.094,44.037,7.872,21.688,13.938,12.92,18.932,14.626,11.694,18.377,29.291,33.304,22.032,28.429,18.031,20.591,19.228,21.017,23.699,21.833,22.607,20.558,21.588,15.537,21.928,23.07,21.281,18.74,19.665,28.623,20.62,20.318,17.462,23.99,19.215,19.358,19.62,22.391,20.425,25.148,21.037,22.607,20.353,22.087,26.122,21.523,19.797,19.483,19.888,22.981,14.961,18.629,22.188,22.281,20.852,18.491,19.583,15.423,9.595,15.558,15.73,9.89,29.889,20.907,24.27,22.83,19.986,22.143,18.508,24.766,20.063,No Connection
95.95.103.170,13.706,22.706,21.714,18.887,18.96,15.955,22.394,29.134,20.908,21.474,19.025,22.539,24.048,No Connection,17.232,22.186,18.191,73.991,19.107,19.453,18.505,17.365,26.771,18.36,25.82,25.679,17.0,20.973,18.626,46.456,25.577,21.987,23.106,23.559,16.924,25.897,21.59,22.874,27.561,34.699,20.543,28.118,24.68,25.148,25.291,24.429,27.655,26.625,28.21,18.718,27.131,25.206,25.012,25.744,24.575,22.275,21.817,32.68,23.605,21.251,26.28,25.654,24.142,21.037,20.422,21.063,22.974,19.764,22.964,24.218,21.659,22.86,26.725,22.851,21.345,21.267,21.675,21.537,22.84,19.884,22.664,23.468,21.209,21.568,21.037,27.229,19.32,18.129,15.871,17.841,29.946,22.497,33.409,29.983,21.638,19.972,35.166,34.428,20.581,No Connection
85.139.166.39,10.94,15.739,15.226,13.268,13.791,9.209,16.422,22.24,17.23,15.957,12.934,12.633,19.182,17.232,No Connection,16.751,14.25,67.201,12.039,12.447,11.979,12.471,26.797,12.689,20.627,19.623,13.518,16.714,13.432,42.097,21.269,14.374,17.337,15.21,16.782,18.933,15.662,16.681,19.266,27.547,13.279,21.561,18.584,17.551,16.312,18.047,21.471,16.879,20.51,12.966,20.845,18.184,16.724,16.288,16.457,13.15,13.774,22.3,13.47,12.295,21.693,20.919,15.87,13.086,12.878,12.775,13.579,18.991,14.782,16.954,15.125,14.02,17.703,14.32,14.875,12.708,13.8,15.109,17.994,13.509,16.106,17.505,12.661,12.101,14.462,17.271,14.074,9.584,12.551,12.7,22.177,14.986,20.427,16.649,13.594,14.542,20.673,16.779,14.639,No Connection
176.79.108.87,9.271,17.502,10.704,17.967,19.501,11.652,8.484,38.132,9.02,22.65,9.485,14.631,10.468,22.186,16.751,No Connection,19.315,74.517,15.271,15.686,15.897,17.153,22.217,16.513,23.41,23.973,8.849,16.722,8.022,39.301,10.855,19.824,11.148,10.599,16.096,13.427,9.544,16.063,24.141,31.727,18.713,25.551,13.362,17.66,16.244,17.046,17.245,16.554,22.703,17.659,20.174,17.033,21.385,20.806,18.878,17.35,17.006,25.52,16.8,23.962,21.712,15.274,17.093,15.986,17.128,17.744,17.786,22.827,18.263,21.958,19.007,19.499,24.005,19.795,19.243,17.723,17.61,19.647,13.629,17.949,19.387,20.195,18.446,17.801,17.466,12.96,13.204,12.237,11.753,8.653,26.542,19.877,17.951,20.706,16.997,18.229,17.156,18.832,20.48,No Connection
95.92.167.81,16.736,No Connection,15.614,11.263,14.309,10.712,17.06,25.212,19.574,No Connection,13.952,15.547,21.938,18.191,14.25,19.315,No Connection,No Connection,No Connection,14.516,12.872,11.999,27.766,14.137,20.919,21.417,15.695,18.181,16.567,44.06,11.949,No Connection,18.466,17.57,13.628,19.503,16.211,17.098,25.847,27.957,12.077,22.3,18.075,19.489,20.708,19.213,23.359,18.477,21.687,13.936,21.946,18.871,17.145,17.134,15.862,13.793,20.603,23.315,15.362,12.794,20.871,21.681,16.675,13.367,14.074,12.977,18.844,19.792,17.149,19.603,20.485,16.79,20.019,17.709,18.246,17.785,15.82,16.589,20.915,13.622,16.129,19.095,13.598,15.21,16.049,18.203,15.377,11.046,12.762,14.458,No Connection,14.186,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
193.106.144.26,67.624,No Connection,65.793,66.883,68.797,65.315,81.529,72.709,82.027,No Connection,70.09,68.108,83.828,73.991,67.201,74.517,No Connection,No Connection,No Connection,72.225,164.079,79.63,78.615,70.263,74.941,74.223,64.769,70.283,78.144,98.707,70.437,No Connection,64.812,No Connection,61.293,67.583,64.042,61.865,82.394,80.703,68.973,77.301,76.29,74.484,70.9,74.939,75.486,73.981,74.739,68.356,75.621,74.679,71.605,70.394,70.554,66.339,69.355,77.385,69.019,68.391,76.988,72.411,74.088,70.175,67.921,67.849,68.549,75.532,74.766,74.283,74.114,67.258,72.915,69.652,70.135,67.844,68.36,68.47,70.508,66.709,72.826,70.069,70.697,73.204,69.414,77.495,73.685,66.946,70.129,63.089,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
95.92.179.231,11.349,No Connection,26.008,13.224,13.491,10.014,18.352,27.615,17.563,No Connection,16.34,16.477,No Connection,19.107,12.039,15.271,No Connection,No Connection,No Connection,16.763,167.741,18.331,28.434,12.35,28.998,23.129,17.601,16.813,17.24,38.297,10.601,No Connection,18.552,18.581,19.071,23.905,16.223,21.572,24.475,27.373,15.148,29.614,16.919,18.284,18.319,18.065,24.251,17.326,25.188,13.357,24.871,17.308,35.262,15.946,21.476,13.589,14.436,25.526,14.2,13.843,20.561,22.552,17.539,13.462,13.155,12.276,13.4,20.341,15.129,17.837,15.375,15.505,27.742,15.279,16.371,12.585,14.025,15.578,19.243,14.821,18.068,25.88,13.246,13.426,18.867,20.074,17.252,14.454,13.603,23.907,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
95.92.176.98,10.689,18.648,14.03,12.721,14.912,9.07,14.687,23.491,15.831,16.886,8.759,17.046,19.755,19.453,12.447,15.686,14.516,72.225,16.763,No Connection,10.131,11.464,21.72,12.175,20.441,19.14,12.927,16.138,12.769,42.438,10.278,14.966,20.2,24.259,11.822,18.448,14.324,15.189,26.44,27.455,13.373,25.961,19.268,17.523,28.241,23.732,21.643,24.703,20.816,12.927,26.197,17.921,15.405,15.902,No Connection,13.028,15.378,27.305,13.926,14.799,24.611,21.405,17.179,12.302,13.052,14.805,15.44,18.867,15.211,25.84,16.894,13.544,17.457,No Connection,No Connection,12.73,14.264,17.895,17.092,12.475,17.087,16.505,14.411,13.52,13.572,17.415,13.739,13.662,11.783,12.498,26.596,16.289,20.479,22.744,13.576,16.098,19.701,18.618,14.619,No Connection
85.139.253.154,14.044,18.06,10.413,13.336,13.737,7.187,23.493,21.127,20.468,11.858,12.325,16.135,18.337,18.505,11.979,15.897,12.872,164.079,167.741,10.131,No Connection,11.098,24.777,12.526,18.949,18.961,13.89,13.718,11.88,38.203,21.561,15.989,15.614,14.627,16.302,16.911,14.233,10.959,18.474,27.669,14.396,76.121,16.86,16.614,16.273,17.522,65.914,17.769,19.429,15.031,21.385,16.055,16.247,13.772,17.543,14.041,81.109,69.874,13.465,11.544,35.43,34.626,15.441,13.929,11.548,12.897,14.619,17.903,15.938,19.901,14.974,No Connection,24.523,12.801,15.56,12.77,13.77,15.899,17.862,13.012,17.539,96.417,13.446,14.386,60.116,17.14,13.787,8.63,11.665,11.833,24.869,14.481,72.151,15.328,73.756,14.483,19.426,20.215,16.137,No Connection
5.253.129.251,9.804,12.563,10.392,13.898,13.949,8.211,15.467,21.68,16.078,17.034,8.699,12.524,18.475,17.365,12.471,17.153,11.999,79.63,18.331,11.464,11.098,No Connection,20.77,12.258,19.701,19.523,13.644,16.076,12.418,37.475,35.759,15.812,17.071,16.284,11.546,19.487,15.576,12.253,16.054,26.472,13.46,20.586,17.741,17.766,24.958,18.261,21.629,17.415,20.307,12.743,20.085,18.19,17.029,15.024,15.378,12.701,13.912,21.577,12.716,13.194,20.185,20.859,15.704,13.139,12.769,11.673,13.896,16.072,14.493,17.764,13.268,14.113,19.392,13.316,14.843,12.37,13.246,15.647,16.768,11.884,14.896,15.409,14.216,12.4,13.517,17.246,13.741,8.046,11.918,13.49,20.7,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
81.193.225.151,16.85,21.425,19.018,23.239,27.501,22.587,18.664,40.377,22.375,28.957,16.702,21.436,25.482,26.771,26.797,22.217,27.766,78.615,28.434,21.72,24.777,20.77,No Connection,26.814,33.568,29.421,23.266,25.733,21.807,25.628,20.112,32.083,24.387,24.413,21.847,27.718,24.394,19.579,27.578,41.006,23.823,31.438,27.325,28.648,26.279,27.23,30.68,28.747,28.425,27.012,29.448,28.008,27.785,29.372,29.289,27.052,28.852,35.512,23.971,26.19,31.656,30.239,25.712,22.786,27.228,21.711,26.781,33.205,30.184,25.462,22.673,29.641,30.383,22.961,23.608,26.471,23.748,29.579,26.288,26.836,28.001,30.512,27.112,26.644,27.226,28.705,23.585,18.041,21.839,22.407,31.891,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
85.138.172.35,14.58,18.054,15.629,14.182,13.969,10.979,16.694,22.225,16.535,16.31,9.83,13.569,18.379,18.36,12.689,16.513,14.137,70.263,12.35,12.175,12.526,12.258,26.814,No Connection,21.037,19.476,14.14,15.805,13.533,42.158,22.451,15.639,17.274,15.925,12.585,20.146,14.636,16.901,20.369,No Connection,15.619,20.946,18.536,17.98,18.177,18.004,23.828,20.602,21.235,12.946,22.011,18.864,16.675,15.282,17.438,11.962,13.498,21.619,15.582,14.285,24.115,23.141,20.094,14.569,13.744,12.029,12.668,19.025,12.172,26.403,17.385,16.163,19.084,15.921,16.692,14.37,14.97,14.913,18.776,14.357,20.05,16.328,13.322,16.253,14.625,20.363,15.006,15.008,13.132,13.324,22.545,17.124,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
213.190.194.244,22.616,26.646,19.255,22.045,21.203,16.776,23.631,29.468,22.986,24.25,18.187,20.466,26.586,25.82,20.627,23.41,20.919,74.941,28.998,20.441,18.949,19.701,33.568,21.037,No Connection,0.582,20.994,23.924,20.532,49.823,18.239,22.267,24.188,24.735,24.827,27.021,23.267,23.583,27.008,7.309,22.035,29.275,26.4,25.719,25.356,25.715,29.825,24.567,28.306,22.541,29.089,28.249,23.366,22.379,23.176,21.786,22.558,28.5,22.104,20.814,28.944,26.967,No Connection,21.852,22.699,20.988,21.806,26.265,22.133,33.493,21.628,22.388,27.327,21.345,21.877,21.096,21.45,23.219,24.574,21.26,24.2,22.294,21.319,20.766,21.64,25.438,22.629,22.245,20.474,19.782,No Connection,24.355,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
213.190.199.20,18.595,25.965,22.195,21.978,20.997,16.76,23.413,29.713,23.071,23.244,21.059,20.537,26.711,25.679,19.623,23.973,21.417,74.223,23.129,19.14,18.961,19.523,29.421,19.476,0.582,No Connection,20.255,23.661,20.596,48.852,17.469,24.533,23.077,23.506,24.162,26.785,23.141,20.414,27.519,7.458,20.872,30.008,26.55,25.378,No Connection,25.492,29.586,28.804,28.263,21.794,33.432,26.274,24.499,22.684,21.917,19.952,20.731,28.026,22.779,20.929,27.603,32.882,23.011,21.568,21.172,20.759,21.7,25.471,23.425,27.338,21.863,23.523,28.535,20.698,22.634,19.739,21.875,23.221,24.81,23.27,24.782,23.569,21.939,19.981,20.635,25.151,22.127,22.436,19.893,19.776,30.493,21.775,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
149.90.124.78,10.806,15.099,11.167,15.281,14.83,10.664,8.299,31.694,8.515,22.488,9.553,12.379,10.252,17.0,13.518,8.849,15.695,64.769,17.601,12.927,13.89,13.644,23.266,14.14,20.994,20.255,No Connection,17.575,4.885,38.978,24.335,16.378,5.796,6.532,13.933,8.022,6.452,12.38,20.526,29.934,13.968,22.811,16.686,15.607,14.459,18.405,17.855,17.036,21.835,15.438,19.534,16.423,15.457,16.624,18.906,14.467,14.58,21.503,12.666,14.329,16.736,15.974,13.244,13.709,14.325,12.363,14.868,18.36,15.876,19.65,14.844,15.975,17.522,15.468,17.896,13.493,13.728,16.498,17.89,14.589,18.175,16.744,16.784,13.203,14.963,9.789,5.315,9.26,4.771,4.328,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
80.243.84.215,15.232,19.305,14.928,18.355,18.905,12.813,11.802,26.05,12.255,20.299,13.772,16.476,19.303,20.973,16.714,16.722,18.181,70.283,16.813,16.138,13.718,16.076,25.733,15.805,23.924,23.661,17.575,No Connection,9.248,41.279,6.714,19.96,15.161,19.964,16.157,18.212,14.837,15.769,23.649,31.25,19.334,26.081,12.624,14.693,14.2,15.087,17.278,14.822,17.003,17.539,19.971,14.755,18.938,19.983,25.541,17.288,17.126,26.954,17.383,17.558,16.446,17.9,12.925,16.7,16.73,17.456,18.359,23.836,19.398,23.593,17.94,18.293,22.443,18.348,19.002,16.316,17.38,19.324,13.213,16.993,18.75,20.43,18.501,17.315,18.418,19.347,14.743,15.283,8.749,12.908,27.915,18.785,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
