### Selected Probes ###
IP Address,Probe ID
85.246.212.230,No Connection,4.0,4.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,4.0,9.0,4.0,9.0,4.0,4.0,4.0,8.0,8.0,5.0,8.0,9.0,9.0,8.0,11.0,9.0,9.0,8.0,9.0,4.0,4.0,8.0,10.0,10.0,7.0,7.0,4.0,4.0,9.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,9.0,8.0,No Connection,No Connection
176.78.84.166,4.0,No Connection,4.0,4.0,7.0,4.0,7.0,7.0,9.0,8.0,7.0,5.0,9.0,4.0,9.0,5.0,No Connection,4.0,4.0,5.0,9.0,7.0,6.0,No Connection,No Connection,No Connection,8.0,11.0,9.0,9.0,8.0,9.0,4.0,5.0,8.0,10.0,10.0,8.0,8.0,5.0,4.0,9.0,No Connection,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,4.0,4.0,4.0,8.0,5.0,4.0,5.0,No Connection,9.0,8.0,No Connection,No Connection
85.241.7.253,4.0,4.0,No Connection,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,4.0,9.0,4.0,11.0,4.0,4.0,4.0,8.0,8.0,5.0,8.0,9.0,9.0,8.0,11.0,9.0,10.0,8.0,9.0,4.0,4.0,8.0,10.0,10.0,7.0,7.0,4.0,4.0,9.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,9.0,8.0,No Connection,No Connection
82.154.125.226,4.0,4.0,4.0,No Connection,8.0,4.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,4.0,9.0,4.0,255.0,4.0,4.0,4.0,8.0,8.0,5.0,8.0,9.0,9.0,8.0,11.0,9.0,10.0,8.0,9.0,4.0,4.0,8.0,10.0,10.0,7.0,7.0,4.0,4.0,9.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,255.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,9.0,8.0,No Connection,No Connection
185.32.189.249,8.0,7.0,8.0,8.0,No Connection,7.0,1.0,6.0,6.0,6.0,6.0,10.0,6.0,8.0,5.0,9.0,6.0,8.0,7.0,9.0,6.0,6.0,10.0,6.0,11.0,6.0,6.0,9.0,6.0,8.0,6.0,9.0,7.0,9.0,6.0,8.0,8.0,5.0,5.0,9.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,11.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,10.0,11.0,10.0,13.0,11.0,10.0,11.0,11.0,7.0,5.0,255.0,6.0
85.246.97.232,4.0,4.0,4.0,4.0,7.0,No Connection,7.0,7.0,8.0,8.0,8.0,4.0,9.0,4.0,8.0,4.0,7.0,4.0,4.0,4.0,9.0,8.0,5.0,9.0,9.0,8.0,7.0,11.0,9.0,9.0,8.0,9.0,4.0,4.0,7.0,9.0,9.0,8.0,7.0,4.0,4.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,255.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,9.0,7.0,No Connection,7.0
185.32.189.9,8.0,7.0,8.0,8.0,1.0,7.0,No Connection,6.0,6.0,6.0,6.0,10.0,6.0,8.0,5.0,9.0,6.0,8.0,7.0,9.0,6.0,6.0,10.0,6.0,11.0,6.0,6.0,9.0,6.0,8.0,6.0,9.0,7.0,9.0,6.0,8.0,8.0,5.0,5.0,9.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,11.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,10.0,11.0,10.0,13.0,11.0,10.0,11.0,11.0,7.0,5.0,6.0,6.0
95.93.136.7,8.0,7.0,8.0,8.0,6.0,7.0,6.0,No Connection,5.0,2.0,5.0,9.0,7.0,8.0,6.0,8.0,4.0,8.0,7.0,8.0,5.0,5.0,8.0,2.0,8.0,5.0,5.0,10.0,7.0,9.0,5.0,9.0,7.0,8.0,5.0,7.0,7.0,6.0,4.0,8.0,7.0,7.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,9.0,8.0,10.0,9.0,8.0,8.0,9.0,6.0,6.0,5.0,5.0
109.51.253.8,8.0,9.0,8.0,8.0,6.0,8.0,6.0,5.0,2.0,5.0,4.0,8.0,7.0,9.0,6.0,8.0,5.0,9.0,8.0,9.0,6.0,5.0,10.0,6.0,9.0,6.0,5.0,11.0,7.0,9.0,5.0,9.0,8.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,6.0,7.0,5.0,5.0
95.92.162.141,8.0,8.0,8.0,8.0,6.0,8.0,6.0,2.0,5.0,No Connection,5.0,8.0,7.0,8.0,6.0,7.0,4.0,8.0,7.0,8.0,5.0,5.0,9.0,2.0,8.0,5.0,5.0,11.0,7.0,9.0,5.0,9.0,8.0,7.0,5.0,7.0,7.0,6.0,4.0,8.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,No Connection,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,9.0,8.0,10.0,9.0,8.0,8.0,9.0,6.0,6.0,2.0,5.0
195.23.164.6,8.0,7.0,8.0,8.0,6.0,8.0,6.0,5.0,4.0,5.0,No Connection,8.0,7.0,8.0,6.0,8.0,5.0,9.0,7.0,8.0,5.0,5.0,8.0,6.0,8.0,5.0,5.0,11.0,7.0,9.0,5.0,9.0,8.0,9.0,5.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,6.0,6.0,5.0,5.0
188.80.24.188,4.0,5.0,4.0,4.0,10.0,4.0,10.0,9.0,8.0,8.0,8.0,No Connection,10.0,4.0,10.0,4.0,9.0,5.0,4.0,4.0,8.0,9.0,5.0,8.0,10.0,9.0,8.0,13.0,10.0,11.0,8.0,11.0,4.0,4.0,8.0,10.0,10.0,8.0,7.0,4.0,4.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,15.0,11.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,10.0,10.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,9.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,9.0,7.0,No Connection,No Connection
185.166.144.140,9.0,9.0,9.0,9.0,6.0,9.0,6.0,7.0,7.0,7.0,7.0,10.0,No Connection,9.0,6.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,10.0,7.0,12.0,7.0,7.0,10.0,6.0,9.0,7.0,10.0,9.0,9.0,7.0,9.0,9.0,10.0,6.0,9.0,9.0,8.0,7.0,11.0,12.0,11.0,10.0,11.0,11.0,10.0,12.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,10.0,9.0,13.0,11.0,9.0,10.0,10.0,8.0,10.0,No Connection,No Connection
85.240.42.223,4.0,4.0,4.0,4.0,8.0,4.0,8.0,8.0,9.0,8.0,8.0,4.0,9.0,No Connection,8.0,4.0,8.0,4.0,4.0,4.0,9.0,8.0,5.0,9.0,9.0,8.0,8.0,11.0,9.0,9.0,8.0,9.0,4.0,4.0,8.0,10.0,10.0,8.0,8.0,4.0,4.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,9.0,7.0,No Connection,No Connection
185.118.112.5,9.0,9.0,9.0,9.0,5.0,8.0,5.0,6.0,6.0,6.0,6.0,10.0,6.0,8.0,No Connection,9.0,6.0,8.0,9.0,9.0,6.0,6.0,10.0,6.0,14.0,6.0,6.0,9.0,6.0,8.0,6.0,9.0,9.0,9.0,6.0,8.0,8.0,5.0,5.0,9.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,11.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,9.0,8.0,12.0,10.0,8.0,9.0,9.0,7.0,5.0,6.0,6.0
188.83.156.241,4.0,5.0,4.0,4.0,9.0,4.0,9.0,8.0,8.0,7.0,8.0,4.0,9.0,4.0,9.0,No Connection,7.0,4.0,4.0,4.0,9.0,8.0,5.0,9.0,9.0,8.0,9.0,12.0,9.0,10.0,9.0,10.0,4.0,4.0,7.0,9.0,9.0,7.0,7.0,4.0,4.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,14.0,10.0,8.0,8.0,7.0,7.0,9.0,7.0,8.0,9.0,7.0,8.0,255.0,7.0,7.0,No Connection,7.0,7.0,7.0,8.0,7.0,9.0,7.0,7.0,9.0,9.0,7.0,8.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,9.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,8.0,7.0,9.0,7.0
95.92.221.105,9.0,No Connection,11.0,255.0,6.0,7.0,6.0,4.0,5.0,4.0,5.0,9.0,7.0,8.0,6.0,7.0,No Connection,8.0,8.0,8.0,5.0,5.0,8.0,No Connection,No Connection,No Connection,5.0,10.0,7.0,9.0,5.0,9.0,11.0,255.0,5.0,7.0,7.0,8.0,7.0,8.0,7.0,17.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,16.0,7.0,6.0,6.0,6.0,8.0,No Connection,5.0,5.0,5.0,5.0,5.0,No Connection,5.0,5.0,5.0,255.0,7.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,255.0,7.0,7.0,8.0,9.0,No Connection,10.0,10.0,8.0,8.0,9.0,6.0,7.0,5.0,5.0
85.247.253.63,4.0,4.0,4.0,4.0,8.0,4.0,8.0,8.0,9.0,8.0,9.0,5.0,9.0,4.0,8.0,4.0,8.0,No Connection,4.0,4.0,9.0,8.0,6.0,9.0,9.0,8.0,8.0,12.0,9.0,10.0,9.0,10.0,4.0,4.0,8.0,10.0,11.0,8.0,8.0,4.0,4.0,9.0,8.0,9.0,10.0,9.0,8.0,9.0,9.0,8.0,14.0,11.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,255.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,10.0,7.0,9.0,8.0
85.246.206.229,4.0,4.0,4.0,4.0,7.0,4.0,7.0,7.0,8.0,7.0,7.0,4.0,9.0,4.0,9.0,4.0,8.0,4.0,No Connection,4.0,8.0,7.0,5.0,8.0,9.0,9.0,8.0,11.0,9.0,9.0,8.0,9.0,4.0,4.0,7.0,9.0,9.0,7.0,7.0,4.0,4.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,13.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,No Connection,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,7.0
188.83.52.181,4.0,5.0,4.0,4.0,9.0,4.0,9.0,8.0,9.0,8.0,8.0,4.0,9.0,4.0,9.0,4.0,8.0,4.0,4.0,No Connection,9.0,8.0,5.0,9.0,9.0,No Connection,9.0,12.0,9.0,10.0,8.0,10.0,4.0,4.0,8.0,10.0,10.0,7.0,8.0,4.0,4.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,14.0,10.0,9.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,12.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,10.0,8.0,8.0,8.0
95.95.103.170,8.0,9.0,8.0,8.0,6.0,9.0,6.0,5.0,6.0,5.0,5.0,8.0,7.0,9.0,6.0,9.0,5.0,9.0,8.0,9.0,No Connection,5.0,10.0,7.0,10.0,7.0,5.0,11.0,7.0,9.0,5.0,9.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,9.0,9.0,9.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,6.0,7.0,5.0,5.0
85.139.166.39,8.0,7.0,8.0,8.0,6.0,8.0,6.0,5.0,5.0,5.0,5.0,9.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,5.0,No Connection,8.0,5.0,8.0,5.0,5.0,11.0,7.0,9.0,5.0,9.0,8.0,8.0,5.0,7.0,7.0,7.0,255.0,8.0,8.0,17.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,8.0,10.0,9.0,8.0,8.0,9.0,6.0,6.0,5.0,5.0
176.79.108.87,5.0,6.0,5.0,5.0,10.0,5.0,10.0,8.0,10.0,9.0,8.0,5.0,10.0,5.0,10.0,5.0,8.0,6.0,5.0,5.0,10.0,8.0,No Connection,10.0,10.0,9.0,8.0,13.0,10.0,11.0,8.0,11.0,5.0,5.0,9.0,10.0,10.0,8.0,9.0,5.0,5.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,15.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,8.0,8.0,10.0,10.0,9.0,9.0,10.0,10.0,8.0,9.0,8.0,11.0,9.0,9.0,8.0,10.0,10.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,6.0,6.0,6.0,8.0,5.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0
95.92.167.81,8.0,No Connection,8.0,8.0,6.0,9.0,6.0,2.0,6.0,2.0,6.0,8.0,7.0,9.0,6.0,9.0,No Connection,9.0,8.0,9.0,7.0,5.0,10.0,No Connection,No Connection,No Connection,5.0,11.0,7.0,9.0,5.0,9.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,No Connection,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,6.0,7.0,2.0,No Connection
193.106.144.26,9.0,No Connection,9.0,9.0,11.0,9.0,11.0,8.0,9.0,8.0,8.0,10.0,12.0,9.0,14.0,9.0,No Connection,9.0,9.0,9.0,10.0,8.0,10.0,No Connection,No Connection,No Connection,8.0,24.0,12.0,14.0,8.0,24.0,9.0,9.0,8.0,10.0,10.0,12.0,255.0,9.0,9.0,14.0,No Connection,12.0,No Connection,12.0,12.0,12.0,12.0,12.0,22.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,11.0,10.0,9.0,9.0,9.0,9.0,12.0,No Connection,No Connection
95.92.179.231,9.0,No Connection,9.0,9.0,6.0,8.0,6.0,5.0,6.0,5.0,5.0,9.0,7.0,8.0,6.0,8.0,No Connection,8.0,9.0,No Connection,7.0,5.0,9.0,No Connection,No Connection,No Connection,2.0,11.0,7.0,9.0,2.0,9.0,9.0,8.0,5.0,7.0,7.0,7.0,6.0,8.0,8.0,9.0,No Connection,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,9.0,8.0,10.0,9.0,8.0,8.0,9.0,6.0,7.0,No Connection,No Connection
95.92.176.98,8.0,8.0,8.0,8.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,8.0,9.0,5.0,5.0,8.0,5.0,8.0,2.0,No Connection,11.0,7.0,9.0,2.0,9.0,7.0,9.0,5.0,7.0,7.0,6.0,4.0,9.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,6.0,6.0,5.0,5.0
185.90.57.221,11.0,11.0,11.0,11.0,9.0,11.0,9.0,10.0,11.0,11.0,11.0,13.0,10.0,11.0,9.0,12.0,10.0,12.0,11.0,12.0,11.0,11.0,13.0,11.0,24.0,11.0,11.0,No Connection,10.0,12.0,10.0,11.0,11.0,12.0,11.0,12.0,12.0,9.0,10.0,12.0,11.0,17.0,11.0,11.0,12.0,11.0,10.0,11.0,11.0,10.0,12.0,13.0,12.0,12.0,11.0,11.0,No Connection,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,11.0,12.0,13.0,12.0,15.0,13.0,12.0,13.0,13.0,12.0,9.0,10.0,11.0
188.208.143.112,9.0,9.0,9.0,9.0,6.0,9.0,6.0,7.0,7.0,7.0,7.0,10.0,6.0,9.0,6.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,10.0,7.0,12.0,7.0,7.0,10.0,No Connection,9.0,7.0,10.0,9.0,9.0,7.0,9.0,9.0,10.0,6.0,9.0,9.0,8.0,7.0,11.0,12.0,11.0,10.0,11.0,11.0,10.0,12.0,9.0,8.0,8.0,7.0,7.0,255.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,No Connection,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,10.0,9.0,12.0,10.0,9.0,10.0,10.0,8.0,11.0,7.0,7.0
